field_collection_start_date,access_id,location_id,ShortName,ADD
40863,37879,SNO_LDR,SNO40863,0
40436,7495,SEAC1S8D_OUT,SEA40436,3
40643,201319,tfwHIRES_OUT,tfw40643,2
41018,23521,TFWFD1,TFW41018,0
41236,38754,SEACOMS8D_OUT,SEA41236,1
40333,26918,TFW001S8D_OF235,TFW40333,0
40546,12529,SNO_LDR,SNO40546,0
40491,203185,tfwHIRES_OUT,tfw40491,1
40659,24648,SEAHDRS8D_OUT,SEA40659,0
40481,10311,SEAR1S8D_OUT,SEA40481,0
40844,10225,SEAOUTFALL_6057,SEA40844,3
40161,40359,SNO_HDR,SNO40161,8
40122,36548,SNO_LDR,SNO40122,1
40910,12378,SNO_COM,SNO40910,1
40488,105224,tfw564S8D_OUT,tfw40488,0
40858,37145,SNO_COM,SNO40858,2
40967,18074,SNO_COM,SNO40967,0
40967,18178,SNO_LDR,SNO40967,0
41200,33611,SEALDRS8D_OUT,SEA41200,1
40086,105114,tfw564S8D_OUT,tfw40086,0
40818,32386,SNO_LDR,SNO40818,4
40479,34661,MH5171,MH540479,#N/A
40035,29354,SNO_LDR,SNO40035,0
40623,20297,SNO_COM,SNO40623,1
40614,19574,TFW003S8D_OF245,TFW40614,0
40436,7382,SEAR1S8D_OUT,SEA40436,3
40459,9453,SEAC1S8D_OUT,SEA40459,9
40114,61812,tfw564S8D_OUT,tfw40114,1
40586,200543,tfwLORES_OUT,tfw40586,2
40459,61680,tfw564S8D_OUT,tfw40459,7
41346,100206,SEACOMS8D_OUT,SEA41346,0
40917,13539,TFWFD1,TFW40917,0
40688,104230,SEAOUTFALL_6057,SEA40688,2
40722,28251,MH5171,MH540722,#N/A
40270,21690,SEAHDRS8D_OUT,SEA40270,1
40646,22788,MH5171,MH540646,#N/A
40487,10673,SEAI1S8D_OUT,SEA40487,2
40822,202378,tfwHIRES_OUT,tfw40822,0
40646,22929,GM34921,GM340646,#N/A
40849,104282,SEAC1S8D_OUT,SEA40849,1
40275,5438,SEAOUTFALL_6057,SEA40275,0
40161,11953,SEAOUTFALL_6057,SEA40161,5
40967,101705,SNO_LDR,SNO40967,0
40248,102695,SEAC1S8D_OUT,SEA40248,0
40586,16397,TFWFD1,TFW40586,2
41018,23489,TFWFD1,TFW41018,0
40086,8509,SEAOUTFALL_6057,SEA40086,0
40932,14661,GM34921,GM340932,#N/A
40075,31669,SEAHDRS8D_OUT,SEA40075,0
40519,39686,SNO_LDR,SNO40519,3
40660,24759,SEALDRS8D_OUT,SEA40660,1
40744,102232,SEACOMS8D_OUT,SEA40744,0
40659,103311,TFWFD1,TFW40659,0
40220,100640,SEAOUTFALL_6057,SEA40220,2
41310,15884,SEAHDRS8D_OUT,SEA41310,0
40910,12342,SNO_COM,SNO40910,1
40849,104176,MH5171,MH540849,#N/A
40499,38413,GM34921,GM340499,#N/A
39877,4117,SEAR1S8D_OUT,SEA39877,0
40844,10143,SEAOUTFALL_6057,SEA40844,3
40940,15537,SNO_COM,SNO40940,0
40606,18360,MH5171,MH540606,#N/A
40435,31063,SNO_LDR,SNO40435,0
40677,6155,SEAR1S8D_OUT,SEA40677,1
40547,12712,SNO_LDR,SNO40547,1
40978,19175,LDR010,LDR40978,#N/A
40819,61627,tfw564S8D_OUT,tfw40819,0
40511,11536,SEAC1S8D_OUT,SEA40511,0
40863,37634,TFWFD1,TFW40863,1
40421,7208,SEAOUTFALL_6057,SEA40421,3
40586,16131,SNO_LDR,SNO40586,0
40623,104392,SNO_COM,SNO40623,1
40086,8737,SEAOUTFALL_6041,SEA40086,0
40794,101356,SNO_COM,SNO40794,10
40086,8744,SEAOUTFALL_6041,SEA40086,0
40270,21631,SEAHDRS8D_OUT,SEA40270,1
40086,8741,SEAOUTFALL_6041,SEA40086,0
40811,31933,MH5171,MH540811,#N/A
40744,28616,SEACOMS8D_OUT,SEA40744,0
40248,19523,SEACOMS8D_OUT,SEA40248,0
40963,60454,tfw564S8D_OUT,tfw40963,2
40963,60489,tfw564S8D_OUT,tfw40963,2
40868,38618,GM34921,GM340868,#N/A
40688,6403,SEAC1S8D_OUT,SEA40688,2
40411,6996,SEAOUTFALL_6057,SEA40411,10
40659,24581,TFWFD1,TFW40659,0
40555,200221,tfwCOMM_OUT,tfw40555,2
40674,104229,SEAOUTFALL_6057,SEA40674,2
40523,40045,SNO_COM,SNO40523,0
40816,101179,SEAR1S8D_OUT,SEA40816,2
40937,103994,TFWFD1,TFW40937,0
40794,30963,SNO_HDR,SNO40794,10
40232,17265,LDR010,LDR40232,#N/A
40910,12286,SNO_HDR,SNO40910,1
40657,23783,GM34921,GM340657,#N/A
40844,34849,TFW003S8D_OF245,TFW40844,0
40625,20404,GM34921,GM340625,#N/A
40035,29279,SNO_COM,SNO40035,0
40460,32794,MH5171,MH540460,#N/A
40826,103905,TFW001S8D_OF235,TFW40826,0
40637,22354,GM34921,GM340637,#N/A
40499,38343,TFWFD1,TFW40499,0
40863,101691,SNO_LDR,SNO40863,0
41065,27066,TFW001S8D_OF235,TFW41065,2
40262,100306,SEALDRS8D_OUT,SEA40262,1
40967,17955,LDR010,LDR40967,#N/A
40108,9736,SEAOUTFALL_6057,SEA40108,0
40262,5060,SEAOUTFALL_6057,SEA40262,1
40511,11459,SEAR1S8D_OUT,SEA40511,0
40620,200979,tfwHIRES_OUT,tfw40620,0
40626,4886,SEAC1S8D_OUT,SEA40626,1
40646,60943,tfw564S8D_OUT,tfw40646,0
40188,13689,TFWFD1,TFW40188,0
41297,14241,SEAHDRS8D_OUT,SEA41297,12
40779,30098,TFWFD6,TFW40779,0
41361,201074,tfwCOMM_OUT,tfw41361,0
40844,34866,SEALDRS8D_OUT,SEA40844,3
40863,11092,SEAI1S8D_OUT,SEA40863,1
40491,203258,tfwCOMM_OUT,tfw40491,1
40456,200024,tfwCOMM_OUT,tfw40456,4
40161,11946,SEAOUTFALL_6057,SEA40161,5
40265,21149,LDR010,LDR40265,#N/A
40075,31518,SNO_HDR,SNO40075,1
41078,27546,MH5171,MH541078,#N/A
40262,20689,SNO_COM,SNO40262,1
40436,7438,SEAI1S8D_OUT,SEA40436,3
40978,19190,LDR010,LDR40978,#N/A
40826,33115,TFW001S8D_OF235,TFW40826,0
40982,19887,TFW003S8D_OF245,TFW40982,0
40956,101813,TFW001S8D_OF235,TFW40956,0
40844,34943,SNO_COM,SNO40844,3
40247,60588,tfw564S8D_OUT,tfw40247,0
40625,20442,GM34921,GM340625,#N/A
40161,40479,SNO_LDR,SNO40161,8
40668,25451,MH5171,MH540668,#N/A
40863,104177,MH5171,MH540863,#N/A
40523,40093,SNO_HDR,SNO40523,0
40586,103463,SEAHDRS8D_OUT,SEA40586,4
40826,33124,TFW001S8D_OF235,TFW40826,0
40646,22826,TFW001S8D_OF235,TFW40646,0
40959,3472,SEAR1S8D_OUT,SEA40959,0
40248,4308,SEAI1S8D_OUT,SEA40248,0
41049,26288,TFW003S8D_OF245,TFW41049,14
40634,5260,SEAC1S8D_OUT,SEA40634,0
40659,24649,SEAHDRS8D_OUT,SEA40659,0
41252,39805,SEACOMS8D_OUT,SEA41252,0
41002,21907,TFW003S8D_OF245,TFW41002,0
40421,30692,SNO_LDR,SNO40421,0
40603,3919,SEAC1S8D_OUT,SEA40603,0
40874,39120,MH5171,MH540874,#N/A
40416,30433,SNO_LDR,SNO40416,3
40233,17461,SEACOMS8D_OUT,SEA40233,5
40844,35206,SEACOMS8D_OUT,SEA40844,3
41298,200396,tfwCOMM_OUT,tfw41298,0
40634,5276,SEAC1S8D_OUT,SEA40634,0
40109,101205,SNO_COM,SNO40109,0
40459,61692,tfw564S8D_OUT,tfw40459,7
40643,201286,tfwHIRES_OUT,tfw40643,2
40414,30019,TFWFD6,TFW40414,13
40326,26836,TFW003S8D_OF245,TFW40326,0
40481,35438,TFWFD1,TFW40481,1
40643,201306,tfwHIRES_OUT,tfw40643,2
40849,10512,SEAI1S8D_OUT,SEA40849,1
40114,61788,tfw564S8D_OUT,tfw40114,1
40512,39532,SEAHDRS8D_OUT,SEA40512,0
40658,23976,SNO_HDR,SNO40658,0
40967,18156,SNO_HDR,SNO40967,0
40294,24005,MH5171,MH540294,#N/A
40982,101708,SNO_LDR,SNO40982,0
40248,19338,SEAHDRS8D_OUT,SEA40248,0
40479,34748,LDR010,LDR40479,#N/A
40973,100083,GM34921,GM340973,#N/A
40987,60695,tfw564S8D_OUT,tfw40987,0
41082,27943,SEAHDRS8D_OUT,SEA41082,2
40539,40554,SNO_LDR,SNO40539,0
40665,25225,TFW003S8D_OF245,TFW40665,1
40688,26640,SNO_HDR,SNO40688,2
40794,30909,SNO_COM,SNO40794,10
40610,200866,tfwLORES_OUT,tfw40610,2
41236,38778,SEACOMS8D_OUT,SEA41236,1
40814,8413,SEAOUTFALL_6048,SEA40814,0
40665,201804,tfwHIRES_OUT,tfw40665,1
40603,4071,SEAC1S8D_OUT,SEA40603,0
40474,100399,LDR010,LDR40474,#N/A
40248,4217,SEAC1S8D_OUT,SEA40248,0
40421,61434,tfw564S8D_OUT,tfw40421,20
40620,200215,tfwCOMM_OUT,tfw40620,0
40474,9891,SEAR1S8D_OUT,SEA40474,0
40586,200386,tfwLORES_OUT,tfw40586,2
40868,104147,LDR010,LDR40868,#N/A
40688,6485,SEAI1S8D_OUT,SEA40688,2
40658,24012,SNO_HDR,SNO40658,0
40844,202837,tfwLORES_OUT,tfw40844,0
40688,26626,SNO_HDR,SNO40688,2
40863,37963,SNO_HDR,SNO40863,0
40917,13572,TFWFD1,TFW40917,0
41072,27384,SNO_HDR,SNO41072,2
40479,34756,LDR010,LDR40479,#N/A
40863,103409,GM34921,GM340863,#N/A
41002,200118,tfwHIRES_OUT,tfw41002,0
40868,38598,GM34921,GM340868,#N/A
40912,60114,tfw564S8D_OUT,tfw40912,0
40606,18444,TFWFD1,TFW40606,0
40491,10754,SEAI1S8D_OUT,SEA40491,0
40248,19245,SNO_LDR,SNO40248,0
39951,26206,SNO_LDR,SNO39951,2
40361,6757,SEAOUTFALL_6057,SEA40361,0
40858,10921,SEAC1S8D_OUT,SEA40858,1
40188,13637,SEALDRS8D_OUT,SEA40188,0
40288,23621,SEALDRS8D_OUT,SEA40288,0
40161,62135,tfw564S8D_OUT,tfw40161,4
40844,35083,SNO_HDR,SNO40844,3
40665,25331,TFW001S8D_OF235,TFW40665,1
41028,24912,TFWFD1,TFW41028,0
40248,4226,SEAC1S8D_OUT,SEA40248,0
41018,23331,TFW001S8D_OF235,TFW41018,0
40987,60685,tfw564S8D_OUT,tfw40987,0
41330,17562,SEACOMS8D_OUT,SEA41330,2
40275,5435,SEAOUTFALL_6057,SEA40275,0
40178,40838,SNO_COM,SNO40178,0
40912,60129,tfw564S8D_OUT,tfw40912,0
40959,17191,SNO_LDR,SNO40959,0
40811,31919,SNO_COM,SNO40811,2
40858,37204,SNO_HDR,SNO40858,2
40804,31450,SNO_LDR,SNO40804,20
40586,16121,SNO_LDR,SNO40586,0
40488,61877,tfw564S8D_OUT,tfw40488,0
40637,22205,TFWFD1,TFW40637,0
40844,104248,SEAOUTFALL_6057,SEA40844,3
40688,61278,tfw564S8D_OUT,tfw40688,3
40643,201296,tfwHIRES_OUT,tfw40643,2
40487,10685,SEAOUTFALL_6057,SEA40487,2
40232,17337,SEALDRS8D_OUT,SEA40232,4
40932,14787,LDR010,LDR40932,#N/A
40777,29852,TFWFD1,TFW40777,27
40548,13199,MH5171,MH540548,#N/A
40674,25773,LDR010,LDR40674,#N/A
41110,6820,SEAI1S8D_OUT,SEA41110,6
39885,4325,SEAOUTFALL_6061,SEA39885,3
40863,38000,SEACOMS8D_OUT,SEA40863,1
40863,37616,GM34921,GM340863,#N/A
40939,103910,TFW001S8D_OF235,TFW40939,0
40511,11495,SEAI1S8D_OUT,SEA40511,0
40262,5071,SEAOUTFALL_6057,SEA40262,1
40677,25883,TFWFD1,TFW40677,1
40294,24332,SNO_LDR,SNO40294,0
41049,6242,SEAR1S8D_OUT,SEA41049,14
40499,11314,SEAC1S8D_OUT,SEA40499,0
40849,36252,MH5171,MH540849,#N/A
40178,12109,SEAI1S8D_OUT,SEA40178,0
40963,3741,SEAOUTFALL_6057,SEA40963,1
40674,25767,LDR010,LDR40674,#N/A
40397,28884,SNO_COM,SNO40397,0
39915,22694,SNO_HDR,SNO39915,0
40497,104387,SNO_COM,SNO40497,0
40586,16548,GM34921,GM340586,#N/A
40523,39824,TFW001S8D_OF235,TFW40523,0
41200,202482,tfwCOMM_OUT,tfw41200,1
40045,29595,TFW003S8D_OF245,TFW40045,5
40937,15189,LDR010,LDR40937,#N/A
40987,60717,tfw564S8D_OUT,tfw40987,0
40142,38990,TFWFD1,TFW40142,0
40586,16337,TFWFD1,TFW40586,2
40185,13262,TFW001S8D_OF235,TFW40185,1
40035,6980,SEAOUTFALL_6057,SEA40035,14
40937,15251,GM34921,GM340937,#N/A
40202,14553,SNO_LDR,SNO40202,2
40668,25504,LDR010,LDR40668,#N/A
40844,202921,tfwCOMM_OUT,tfw40844,0
40586,101988,TFWFD1,TFW40586,2
40668,25465,MH5171,MH540668,#N/A
40819,105076,tfw564S8D_OUT,tfw40819,0
39896,4685,SEAOUTFALL_6057,SEA39896,0
40232,17249,LDR010,LDR40232,#N/A
40299,25047,GM34921,GM340299,#N/A
40442,8114,SEAOUTFALL_6056,SEA40442,1
40586,103220,TFW003S8D_OF245,TFW40586,2
41049,6347,SEAC1S8D_OUT,SEA41049,14
40488,203144,tfwLORES_OUT,tfw40488,0
40315,26072,MH5171,MH540315,#N/A
40677,6144,SEAR1S8D_OUT,SEA40677,1
40248,4301,SEAR1S8D_OUT,SEA40248,0
41002,21931,TFW001S8D_OF235,TFW41002,0
40623,20315,SNO_LDR,SNO40623,1
40730,28481,SNO_LDR,SNO40730,2
40816,101041,SEAI1S8D_OUT,SEA40816,2
40088,9179,SEAOUTFALL_6057,SEA40088,0
40931,60239,tfw564S8D_OUT,tfw40931,0
40937,200027,tfwLORES_OUT,tfw40937,0
40397,29019,SNO_HDR,SNO40397,0
40032,61369,tfw564S8D_OUT,tfw40032,25
40265,21172,LDR010,LDR40265,#N/A
40491,10761,SEAI1S8D_OUT,SEA40491,0
40844,35190,SNO_LDR,SNO40844,3
41256,100188,SEACOMS8D_OUT,SEA41256,0
40281,22745,SEALDRS8D_OUT,SEA40281,2
40035,29296,SNO_COM,SNO40035,0
41236,38851,SEAHDRS8D_OUT,SEA41236,1
40102,33511,TFW001S8D_OF235,TFW40102,0
40323,103134,TFW001S8D_OF235,TFW40323,0
40122,10594,SEAR1S8D_OUT,SEA40122,0
40035,6921,SEAOUTFALL_6057,SEA40035,14
40937,102467,MH5171,MH540937,#N/A
40688,6437,SEAOUTFALL_6057,SEA40688,2
40178,12181,SEAC1S8D_OUT,SEA40178,0
40414,30039,TFWFD6,TFW40414,13
40344,27449,SEALDRS8D_OUT,SEA40344,2
40474,100770,SEAOUTFALL_6057,SEA40474,0
41049,102683,SEAC1S8D_OUT,SEA41049,14
40182,12630,TFW003S8D_OF245,TFW40182,0
40982,19987,SNO_HDR,SNO40982,0
40555,200085,tfwHIRES_OUT,tfw40555,2
40219,101227,SNO_COM,SNO40219,2
40487,10738,SEAOUTFALL_6057,SEA40487,2
40499,38466,LDR010,LDR40499,#N/A
40779,30075,TFWFD6,TFW40779,0
40262,60746,tfw564S8D_OUT,tfw40262,3
41330,17578,SEACOMS8D_OUT,SEA41330,2
40185,104507,TFW001S8D_OF235,TFW40185,1
40188,13703,TFWFD1,TFW40188,0
40863,100364,SEALDRS8D_OUT,SEA40863,1
40844,103089,SNO_LDR,SNO40844,3
40973,18563,TFW003S8D_OF245,TFW40973,1
40361,6782,SEAOUTFALL_6057,SEA40361,0
41078,27574,GM34921,GM341078,#N/A
40099,33267,SNO_LDR,SNO40099,10
40270,60814,tfw564S8D_OUT,tfw40270,0
40262,101234,SNO_COM,SNO40262,1
40978,60628,tfw564S8D_OUT,tfw40978,3
40937,15207,LDR010,LDR40937,#N/A
40281,22779,SEALDRS8D_OUT,SEA40281,2
40912,12964,SNO_COM,SNO40912,0
41110,6864,SEAI1S8D_OUT,SEA41110,6
40634,100662,SEAOUTFALL_6057,SEA40634,0
40547,103058,SNO_LDR,SNO40547,1
40397,28925,SNO_LDR,SNO40397,0
39885,4348,SEAOUTFALL_6061,SEA39885,3
40075,31571,SNO_LDR,SNO40075,1
40779,30162,TFWFD1,TFW40779,0
40688,104525,TFW001S8D_OF235,TFW40688,3
41128,29206,SEALDRS8D_OUT,SEA41128,14
41018,23484,TFWFD1,TFW41018,0
40863,38104,SEAHDRS8D_OUT,SEA40863,1
40586,16348,TFWFD1,TFW40586,2
40488,203096,tfwCOMM_OUT,tfw40488,0
40744,28708,SEAHDRS8D_OUT,SEA40744,0
40963,3754,SEAOUTFALL_6057,SEA40963,1
40270,21538,TFW003S8D_OF245,TFW40270,0
40910,12292,SNO_HDR,SNO40910,1
40270,21653,SEAHDRS8D_OUT,SEA40270,1
39892,4595,SEAOUTFALL_6057,SEA39892,0
40338,101976,TFWFD1,TFW40338,1
41018,23382,TFW003S8D_OF245,TFW41018,0
40481,10256,SEAC1S8D_OUT,SEA40481,0
40421,7193,SEAOUTFALL_6057,SEA40421,3
41072,27367,SNO_HDR,SNO41072,2
40262,5016,SEAR1S8D_OUT,SEA40262,1
40844,34941,SNO_COM,SNO40844,3
40499,101887,TFW003S8D_OF245,TFW40499,0
40186,13459,SNO_COM,SNO40186,1
40659,24599,TFW003S8D_OF245,TFW40659,0
40122,36659,SEAHDRS8D_OUT,SEA40122,0
39892,4590,SEAOUTFALL_6057,SEA39892,0
40988,20228,MH5171,MH540988,#N/A
40563,14024,TFW001S8D_OF235,TFW40563,0
40178,40694,TFWFD1,TFW40178,0
40572,14910,TFW001S8D_OF235,TFW40572,0
40572,14913,TFW001S8D_OF235,TFW40572,0
40308,100700,SEAOUTFALL_6057,SEA40308,2
40959,16997,LDR010,LDR40959,#N/A
40844,34981,TFWFD1,TFW40844,0
40262,20733,SNO_HDR,SNO40262,1
40142,38895,TFW001S8D_OF235,TFW40142,0
39896,4692,SEAOUTFALL_6057,SEA39896,0
40665,25286,SNO_LDR,SNO40665,1
40483,35774,SEAHDRS8D_OUT,SEA40483,0
39877,4120,SEAR1S8D_OUT,SEA39877,0
40181,12446,TFW001S8D_OF235,TFW40181,0
41082,27787,SNO_LDR,SNO41082,2
40903,11998,SEAR1S8D_OUT,SEA40903,0
40208,15348,SEALDRS8D_OUT,SEA40208,3
40519,11698,SEAI1S8D_OUT,SEA40519,4
40208,15377,SEALDRS8D_OUT,SEA40208,3
40601,200694,tfwCOMM_OUT,tfw40601,2
40087,32214,SNO_LDR,SNO40087,0
40099,33268,SNO_LDR,SNO40099,10
41341,102366,SEALDRS8D_OUT,SEA41341,0
40178,100833,SEAC1S8D_OUT,SEA40178,0
41002,21938,TFW001S8D_OF235,TFW41002,0
40996,21340,LDR010,LDR40996,#N/A
41065,27054,TFW001S8D_OF235,TFW41065,2
40844,10125,SEAC1S8D_OUT,SEA40844,3
40677,25829,TFWFD1,TFW40677,1
40631,21384,LDR010,LDR40631,#N/A
40479,34709,LDR010,LDR40479,#N/A
41032,25407,TFW001S8D_OF235,TFW41032,0
40308,5926,SEAOUTFALL_6057,SEA40308,2
39904,101526,SNO_LDR,SNO39904,0
41072,27266,SNO_COM,SNO41072,2
40674,25663,GM34921,GM340674,#N/A
40967,18145,SNO_HDR,SNO40967,0
40188,13636,SEALDRS8D_OUT,SEA40188,0
40338,27153,TFW003S8D_OF245,TFW40338,1
39860,3303,SEAC1S8D_OUT,SEA39860,4
40844,10216,SEAOUTFALL_6057,SEA40844,3
40052,103289,TFWFD1,TFW40052,1
40620,4385,SEAOUTFALL_6065,SEA40620,1
41018,23367,TFW003S8D_OF245,TFW41018,0
40646,104599,TFWFD1,TFW40646,0
40937,200030,tfwHIRES_OUT,tfw40937,0
40838,9808,SEAOUTFALL_6057,SEA40838,0
40262,20757,SNO_HDR,SNO40262,1
40849,35862,SEALDRS8D_OUT,SEA40849,1
40826,9586,SEAC1S8D_OUT,SEA40826,0
40219,105201,tfw564S8D_OUT,tfw40219,2
40572,101279,SNO_COM,SNO40572,2
40511,39200,TFW001S8D_OF235,TFW40511,0
41072,27375,SNO_HDR,SNO41072,2
40235,101400,SNO_HDR,SNO40235,0
40186,13439,SNO_COM,SNO40186,1
40248,19356,SEAHDRS8D_OUT,SEA40248,0
40142,38998,TFWFD1,TFW40142,0
40665,61098,tfw564S8D_OUT,tfw40665,1
40794,30983,SNO_HDR,SNO40794,10
40219,15972,TFW001S8D_OF235,TFW40219,2
40248,19411,TFWFD1,TFW40248,1
41254,40191,SEAHDRS8D_OUT,SEA41254,0
40844,202832,tfwLORES_OUT,tfw40844,0
40956,3409,SEAI1S8D_OUT,SEA40956,0
40688,26622,SNO_HDR,SNO40688,2
40315,26086,MH5171,MH540315,#N/A
40262,104327,SEAI1S8D_OUT,SEA40262,1
40967,18143,SNO_HDR,SNO40967,0
40262,20881,SEALDRS8D_OUT,SEA40262,1
40631,21403,LDR010,LDR40631,#N/A
41346,19718,SEALDRS8D_OUT,SEA41346,0
40435,31085,SNO_LDR,SNO40435,0
40963,3706,SEAR1S8D_OUT,SEA40963,1
40659,24553,TFWFD1,TFW40659,0
40937,15063,TFWFD1,TFW40937,0
40436,7432,SEAI1S8D_OUT,SEA40436,3
40646,22911,TFWFD1,TFW40646,0
40436,7386,SEAR1S8D_OUT,SEA40436,3
40232,100304,SEALDRS8D_OUT,SEA40232,4
41065,27076,TFW001S8D_OF235,TFW41065,2
41256,40220,SEACOMS8D_OUT,SEA41256,0
40844,34946,SNO_COM,SNO40844,3
40937,15039,TFWFD1,TFW40937,0
40452,32261,SNO_COM,SNO40452,2
40637,104143,LDR010,LDR40637,#N/A
40102,33490,TFW001S8D_OF235,TFW40102,0
40826,32929,GM34921,GM340826,#N/A
40606,18432,TFW001S8D_OF235,TFW40606,0
40421,30660,SNO_HDR,SNO40421,0
40586,16362,TFWFD1,TFW40586,2
40826,32955,GM34921,GM340826,#N/A
39915,5597,SEAOUTFALL_6057,SEA39915,0
40481,35420,TFWFD1,TFW40481,1
40637,22215,TFWFD1,TFW40637,0
40959,100441,LDR010,LDR40959,#N/A
40586,102797,SEAR1S8D_OUT,SEA40586,4
40481,35444,TFWFD1,TFW40481,1
40547,12752,SNO_COM,SNO40547,1
40623,102892,SNO_COM,SNO40623,1
40032,61347,tfw564S8D_OUT,tfw40032,25
40122,36581,SEACOMS8D_OUT,SEA40122,0
40646,60933,tfw564S8D_OUT,tfw40646,0
40826,101902,TFW003S8D_OF245,TFW40826,0
40849,10536,SEAI1S8D_OUT,SEA40849,1
40219,16012,SNO_LDR,SNO40219,2
40491,203290,tfwHIRES_OUT,tfw40491,1
40606,18300,GM34921,GM340606,#N/A
40262,20898,SEAHDRS8D_OUT,SEA40262,1
40563,14000,SEALDRS8D_OUT,SEA40563,1
40262,20672,SEACOMS8D_OUT,SEA40262,1
41110,102755,SEAI1S8D_OUT,SEA41110,6
40035,29399,SNO_HDR,SNO40035,0
40323,26420,TFWFD1,TFW40323,0
40636,21869,SNO_HDR,SNO40636,0
39860,3274,SEAR1S8D_OUT,SEA39860,4
40863,38039,SEACOMS8D_OUT,SEA40863,1
40270,21654,SEAHDRS8D_OUT,SEA40270,1
40397,101411,SNO_HDR,SNO40397,0
40265,21000,TFW001S8D_OF235,TFW40265,0
40803,103083,SNO_LDR,SNO40803,19
40665,25270,SNO_LDR,SNO40665,1
40818,100999,SEAI1S8D_OUT,SEA40818,0
40932,14756,LDR010,LDR40932,#N/A
40844,35031,TFWFD1,TFW40844,0
41082,27689,SNO_LDR,SNO41082,2
40436,31130,GM34921,GM340436,#N/A
40421,105167,tfw564S8D_OUT,tfw40421,20
40491,37051,SEACOMS8D_OUT,SEA40491,0
41346,19748,SEALDRS8D_OUT,SEA41346,0
40442,7963,SEAOUTFALL_6065,SEA40442,1
40973,60524,tfw564S8D_OUT,tfw40973,1
40511,39179,SEALDRS8D_OUT,SEA40511,0
40844,202902,tfwCOMM_OUT,tfw40844,0
40688,26677,SEALDRS8D_OUT,SEA40688,2
40491,203217,tfwHIRES_OUT,tfw40491,1
40858,37306,TFW003S8D_OF245,TFW40858,3
40822,202298,tfwCOMM_OUT,tfw40822,0
40601,200661,tfwCOMM_OUT,tfw40601,2
40188,13690,TFWFD1,TFW40188,0
40963,3708,SEAR1S8D_OUT,SEA40963,1
40674,25704,MH5171,MH540674,#N/A
40452,32269,SNO_COM,SNO40452,2
40844,202934,tfwCOMM_OUT,tfw40844,0
40523,39979,SNO_LDR,SNO40523,0
40483,35765,SEAHDRS8D_OUT,SEA40483,0
41018,23403,TFW003S8D_OF245,TFW41018,0
40109,34044,SNO_HDR,SNO40109,0
40178,12199,SEAC1S8D_OUT,SEA40178,0
40688,26499,SNO_LDR,SNO40688,2
40987,60679,tfw564S8D_OUT,tfw40987,0
40202,14570,SNO_LDR,SNO40202,2
40688,201921,tfwHIRES_OUT,tfw40688,3
40270,60818,tfw564S8D_OUT,tfw40270,0
40178,40636,TFW001S8D_OF235,TFW40178,0
40483,35569,SNO_COM,SNO40483,0
40397,28980,SNO_HDR,SNO40397,0
41028,24965,TFW003S8D_OF245,TFW41028,0
40075,31689,SEACOMS8D_OUT,SEA40075,0
40956,3436,SEAI1S8D_OUT,SEA40956,0
40849,10390,SEAR1S8D_OUT,SEA40849,1
40075,31498,SNO_COM,SNO40075,1
40045,29578,TFW003S8D_OF245,TFW40045,5
40688,6471,SEAOUTFALL_6057,SEA40688,2
40803,31365,SNO_LDR,SNO40803,19
40315,26059,MH5171,MH540315,#N/A
40956,3349,SEAC1S8D_OUT,SEA40956,0
41082,6672,SEAC1S8D_OUT,SEA41082,2
41018,201586,tfwLORES_OUT,tfw41018,0
40461,32855,TFWFD1,TFW40461,0
40849,10362,SEAI1S8D_OUT,SEA40849,1
40075,31624,SEAHDRS8D_OUT,SEA40075,0
39935,5860,SEAOUTFALL_6057,SEA39935,2
40122,10563,SEAR1S8D_OUT,SEA40122,0
40637,22270,TFWFD1,TFW40637,0
40232,17327,SEALDRS8D_OUT,SEA40232,4
40863,103094,SNO_LDR,SNO40863,0
41018,23337,TFW001S8D_OF235,TFW41018,0
39892,4596,SEAOUTFALL_6057,SEA39892,0
40421,30735,SNO_LDR,SNO40421,0
40294,102211,SEACOMS8D_OUT,SEA40294,1
40481,35551,SNO_LDR,SNO40481,0
41072,104448,SNO_HDR,SNO41072,2
40973,18817,MH5171,MH540973,#N/A
40646,104028,GM34921,GM340646,#N/A
40102,33425,TFWFD1,TFW40102,0
40186,13386,SNO_LDR,SNO40186,1
40499,11389,SEAOUTFALL_6057,SEA40499,0
41236,38775,SEACOMS8D_OUT,SEA41236,1
40108,9715,SEAC1S8D_OUT,SEA40108,0
40586,16632,MH5171,MH540586,#N/A
40963,3703,SEAR1S8D_OUT,SEA40963,1
41236,38829,SEAHDRS8D_OUT,SEA41236,1
40474,100325,SEALDRS8D_OUT,SEA40474,0
40219,15931,SNO_COM,SNO40219,2
40858,37074,SNO_LDR,SNO40858,2
40903,12007,SEAR1S8D_OUT,SEA40903,0
41018,23319,TFW001S8D_OF235,TFW41018,0
40610,18975,LDR010,LDR40610,#N/A
40844,103242,TFW003S8D_OF245,TFW40844,0
40959,16910,GM34921,GM340959,#N/A
40547,12832,SNO_HDR,SNO40547,1
40659,24609,TFW003S8D_OF245,TFW40659,0
39896,4747,SEAOUTFALL_6057,SEA39896,0
40978,200912,tfwLORES_OUT,tfw40978,3
40844,34875,SEALDRS8D_OUT,SEA40844,3
40075,7846,SEAOUTFALL_6057,SEA40075,0
